Diet;Gene;Mouse;ARC;Cell ID;X;Y
0;gfap_all;1;1;1;7.951;319.162
0;gfap_all;1;1;2;67.581;340.932
0;gfap_all;1;1;3;86.889;208.421
0;gfap_all;1;1;4;25.177;207.285
0;gfap_all;1;1;5;214.983;195.044
0;gfap_all;1;1;6;206.906;203.12
0;gfap_all;1;1;7;224.322;50.922
0;gfap_all;1;1;8;272.026;114.906
0;gfap_all;1;1;9;396.965;46.379
0;gfap_all;1;1;10;284.772;69.095
0;gfap_all;1;1;11;303.45;51.174
0;gfap_all;1;1;12;287.801;28.458
0;gfap_all;1;1;13;312.537;28.206
0;gfap_all;1;1;14;180.026;152.009
0;gfap_all;1;1;15;25.051;163.115
0;gfap_all;1;1;16;32.623;334.622
0;gfap_all;1;2;1;47.325;371.031
0;gfap_all;1;2;2;95.471;339.165
0;gfap_all;1;2;3;58.873;297.771
0;gfap_all;1;2;4;65.94;252.465
0;gfap_all;1;2;5;89.918;200.47
0;gfap_all;1;2;6;111.12;208.799
0;gfap_all;1;2;7;64.678;117.178
0;gfap_all;1;2;8;106.324;153.776
0;gfap_all;1;2;9;39.438;68.085
0;gfap_all;1;2;10;195.675;32.371
0;gfap_all;1;2;11;176.997;142.67
0;gfap_all;1;2;12;267.735;127.778
0;gfap_all;1;2;13;239.971;17.731
0;gfap_all;1;2;14;246.786;29.594
0;gfap_all;1;2;15;291.713;25.303
0;gfap_all;1;2;16;283.384;21.012
0;gfap_all;1;2;17;294.238;64.678
0;gfap_all;1;2;18;313.42;43.981
0;gfap_all;1;2;19;304.018;35.778
0;gfap_all;1;3;1;31.045;382.767
0;gfap_all;1;3;2;19.498;364.027
0;gfap_all;1;3;3;4.354;371.599
0;gfap_all;1;3;4;77.803;342.825
0;gfap_all;1;3;5;130.05;192.141
0;gfap_all;1;3;6;211.071;155.795
0;gfap_all;1;3;7;28.206;76.667
0;gfap_all;1;3;8;230.254;109.606
0;gfap_all;1;3;9;281.996;91.937
0;gfap_all;1;3;10;240.855;71.745
0;gfap_all;1;3;11;286.792;39.943
0;gfap_all;1;3;12;297.645;59.882
0;gfap_all;1;3;13;199.839;37.545
0;gfap_all;1;3;14;324.778;80.958
0;gfap_all;1;4;1;27.827;256.882
0;gfap_all;1;4;2;42.467;168.541
0;gfap_all;1;4;3;222.682;170.939
0;gfap_all;1;4;4;27.575;108.596
0;gfap_all;1;4;5;43.476;92.947
0;gfap_all;1;4;6;128.788;99.509
0;gfap_all;1;4;7;178.006;34.895
0;gfap_all;1;4;8;222.934;33.633
0;gfap_all;1;4;9;230.506;15.964
0;gfap_all;1;4;10;351.533;60.387
0;gfap_all;1;5;1;45.054;383.903
0;gfap_all;1;5;2;27.07;385.228
0;gfap_all;1;5;3;78.56;339.796
0;gfap_all;1;5;4;66.823;267.483
0;gfap_all;1;5;5;55.465;164.503
0;gfap_all;1;5;6;197.063;194.413
0;gfap_all;1;5;7;57.358;105.441
0;gfap_all;1;5;8;136.486;97.869
0;gfap_all;1;5;9;197.315;83.987
0;gfap_all;1;5;10;219.148;34.516
0;gfap_all;1;5;11;232.02;35.273
0;gfap_all;1;5;12;253.979;47.388
0;gfap_all;1;5;13;290.073;52.436
0;gfap_all;1;5;14;303.955;51.932
0;gfap_all;1;5;15;229.623;119.828
0;gfap_all;1;5;16;357.843;68.843
0;gfap_all;1;5;17;160.338;30.478
0;gfap_all;1;6;1;134.025;237.005
0;gfap_all;1;6;2;115.285;192.52
0;gfap_all;1;6;3;153.523;165.639
0;gfap_all;1;6;4;101.276;199.713
0;gfap_all;1;6;5;265.968;147.844
0;gfap_all;1;6;6;256.882;138.379
0;gfap_all;1;6;7;281.113;121.721
0;gfap_all;1;6;8;183.307;91.937
0;gfap_all;1;6;9;246.155;53.572
0;gfap_all;1;6;10;275.686;84.87
0;gfap_all;1;6;11;250.067;24.798
0;gfap_all;1;6;12;250.824;67.202
0;gfap_all;1;6;13;407.377;32.938
0;gfap_all;1;6;14;274.045;48.272
0;gfap_all;1;6;15;214.226;118.944
0;gfap_all;1;7;1;7.951;364.973
0;gfap_all;1;7;2;37.166;370.084
0;gfap_all;1;7;3;72.755;233.03
0;gfap_all;1;7;4;74.017;186.84
0;gfap_all;1;7;5;109.353;168.92
0;gfap_all;1;7;6;27.323;132.574
0;gfap_all;1;7;7;172.201;80.706
0;gfap_all;1;7;8;212.964;72.124
0;gfap_all;1;7;9;211.828;123.235
0;gfap_all;1;7;10;239.845;111.12
0;gfap_all;1;7;11;238.33;88.404
0;gfap_all;1;7;12;251.582;130.05
0;gfap_all;1;7;13;254.232;38.428
0;gfap_all;1;7;14;376.899;70.231
0;gfap_all;1;7;15;220.915;21.896
0;gfap_all;1;7;16;147.844;234.544
0;gfap_all;1;8;1;4.165;412.298
0;gfap_all;1;8;2;17.984;368.444
0;gfap_all;1;8;3;19.498;342.951
0;gfap_all;1;8;4;44.738;344.97
0;gfap_all;1;8;5;106.829;267.231
0;gfap_all;1;8;6;211.071;219.779
0;gfap_all;1;8;7;215.993;184.569
0;gfap_all;1;8;8;173.968;141.787
0;gfap_all;1;8;9;39.564;82.725
0;gfap_all;1;8;10;57.863;41.457
0;gfap_all;1;8;11;276.569;127.778
0;gfap_all;1;8;12;275.055;62.659
0;gfap_all;1;8;13;297.014;75.91
0;gfap_all;1;8;14;263.571;23.284
0;gfap_all;1;8;15;298.781;10.412
0;gfap_all;1;8;16;422.962;17.226
0;gfap_all;2;1;1;13.251;351.722
0;gfap_all;2;1;2;38.807;309.508
0;gfap_all;2;1;3;13.819;299.286
0;gfap_all;2;1;4;65.309;273.541
0;gfap_all;2;1;5;66.066;255.368
0;gfap_all;2;1;6;56.98;253.096
0;gfap_all;2;1;7;39.564;226.594
0;gfap_all;2;1;8;74.017;264.454
0;gfap_all;2;1;9;113.392;259.532
0;gfap_all;2;1;10;96.354;252.717
0;gfap_all;2;1;11;128.914;242.495
0;gfap_all;2;1;12;155.038;190.248
0;gfap_all;2;1;13;214.479;178.133
0;gfap_all;2;1;14;183.054;145.573
0;gfap_all;2;1;15;170.939;137.244
0;gfap_all;2;1;16;224.322;134.593
0;gfap_all;2;1;17;213.343;111.877
0;gfap_all;2;1;18;212.964;105.441
0;gfap_all;2;1;19;193.655;88.404
0;gfap_all;2;1;20;182.676;85.375
0;gfap_all;2;1;21;133.079;87.647
0;gfap_all;2;1;22;119.449;75.531
0;gfap_all;2;1;23;77.424;69.095
0;gfap_all;2;1;24;67.581;77.046
0;gfap_all;2;1;25;33.506;82.725
0;gfap_all;2;1;26;22.905;54.33
0;gfap_all;2;1;27;12.305;78.56
0;gfap_all;2;1;28;226.215;42.971
0;gfap_all;2;1;29;225.458;76.667
0;gfap_all;2;1;30;266.726;40.7
0;gfap_all;2;1;31;263.318;11.547
0;gfap_all;2;1;32;252.213;88.656
0;gfap_all;2;1;33;273.162;72.124
0;gfap_all;2;1;34;289.442;69.852
0;gfap_all;2;1;35;290.199;96.354
0;gfap_all;2;1;36;311.401;111.499
0;gfap_all;2;1;37;335.253;93.326
0;gfap_all;2;1;38;335.631;75.153
0;gfap_all;2;1;39;316.323;25.556
0;gfap_all;2;1;40;342.068;27.827
0;gfap_all;2;1;41;373.87;27.449
0;gfap_all;2;1;42;424.224;42.593
0;gfap_all;2;1;43;414.759;27.449
0;gfap_all;2;1;44;366.298;74.774
0;gfap_all;2;1;45;291.713;143.301
0;gfap_all;2;1;46;267.862;52.058
0;gfap_all;2;1;47;93.326;75.91
0;gfap_all;2;2;1;8.329;413.056
0;gfap_all;2;2;2;13.44;383.335
0;gfap_all;2;2;3;3.597;394.693
0;gfap_all;2;2;4;29.342;375.763
0;gfap_all;2;2;5;64.173;351.533
0;gfap_all;2;2;6;44.486;343.582
0;gfap_all;2;2;7;82.725;352.29
0;gfap_all;2;2;8;34.642;330.71
0;gfap_all;2;2;9;153.523;290.956
0;gfap_all;2;2;10;161.474;265.968
0;gfap_all;2;2;11;113.013;273.919
0;gfap_all;2;2;12;117.935;287.549
0;gfap_all;2;2;13;86.511;268.24
0;gfap_all;2;2;14;86.889;233.787
0;gfap_all;2;2;15;80.832;203.499
0;gfap_all;2;2;16;92.947;192.52
0;gfap_all;2;2;17;93.326;164.503
0;gfap_all;2;2;18;83.482;158.067
0;gfap_all;2;2;19;86.132;133.457
0;gfap_all;2;2;20;88.025;142.165
0;gfap_all;2;2;21;126.264;138.379
0;gfap_all;2;2;22;14.955;126.264
0;gfap_all;2;2;23;16.091;99.762
0;gfap_all;2;2;24;40.321;83.103
0;gfap_all;2;2;25;55.844;90.297
0;gfap_all;2;2;26;22.905;47.136
0;gfap_all;2;2;27;117.935;24.041
0;gfap_all;2;2;28;161.474;31.235
0;gfap_all;2;2;29;106.198;84.618
0;gfap_all;2;2;30;116.042;100.898
0;gfap_all;2;2;31;193.277;81.968
0;gfap_all;2;2;32;184.569;98.247
0;gfap_all;2;2;33;181.919;117.935
0;gfap_all;2;2;34;156.931;119.828
0;gfap_all;2;2;35;180.783;39.564
0;gfap_all;2;2;36;194.791;32.371
0;gfap_all;2;2;37;201.606;46.757
0;gfap_all;2;2;38;266.347;57.358
0;gfap_all;2;2;39;270.89;74.774
0;gfap_all;2;2;40;224.701;74.395
0;gfap_all;2;2;41;309.886;141.408
0;gfap_all;2;2;42;357.212;35.399
0;gfap_all;2;2;43;248.931;10.79
0;gfap_all;2;2;44;377.278;17.605
0;gfap_all;2;2;45;346.989;11.926
0;gfap_all;2;2;46;338.282;15.712
0;gfap_all;2;2;47;434.825;25.556
0;gfap_all;2;2;48;232.651;40.321
0;gfap_all;2;2;49;219.779;29.342
0;gfap_all;2;2;50;215.614;19.877
0;gfap_all;2;2;51;135.351;63.795
0;gfap_all;2;3;1;10.601;417.978
0;gfap_all;2;3;2;36.535;394.693
0;gfap_all;2;3;3;44.486;334.874
0;gfap_all;2;3;4;47.893;353.426
0;gfap_all;2;3;5;8.14;320.109
0;gfap_all;2;3;6;14.198;335.631
0;gfap_all;2;3;7;7.383;370.841
0;gfap_all;2;3;8;89.918;232.651
0;gfap_all;2;3;9;126.643;233.787
0;gfap_all;2;3;10;195.17;240.981
0;gfap_all;2;3;11;153.145;191.005
0;gfap_all;2;3;12;149.737;198.199
0;gfap_all;2;3;13;181.919;186.083
0;gfap_all;2;3;14;137.622;163.367
0;gfap_all;2;3;15;15.333;163.746
0;gfap_all;2;3;16;52.31;96.985
0;gfap_all;2;3;17;75.026;57.106
0;gfap_all;2;3;18;24.42;81.589
0;gfap_all;2;3;19;14.576;42.593
0;gfap_all;2;3;20;176.24;43.35
0;gfap_all;2;3;21;186.462;55.465
0;gfap_all;2;3;22;188.355;91.811
0;gfap_all;2;3;23;216.75;89.161
0;gfap_all;2;3;24;214.857;104.305
0;gfap_all;2;3;25;205.771;140.651
0;gfap_all;2;3;26;168.668;110.741
0;gfap_all;2;3;27;231.516;149.359
0;gfap_all;2;3;28;263.318;101.655
0;gfap_all;2;3;29;91.811;109.984
0;gfap_all;2;3;30;324.652;57.358
0;gfap_all;2;3;31;349.64;71.745
0;gfap_all;2;3;32;344.339;7.383
0;gfap_all;2;3;33;266.347;27.07
0;gfap_all;2;3;34;218.265;46
0;gfap_all;2;3;35;189.617;13.062
0;gfap_all;2;3;36;77.046;125.507
0;gfap_all;2;4;1;32.181;387.311
0;gfap_all;2;4;2;11.926;365.92
0;gfap_all;2;4;3;85.375;287.17
0;gfap_all;2;4;4;152.766;260.668
0;gfap_all;2;4;5;81.589;280.86
0;gfap_all;2;4;6;142.67;229.37
0;gfap_all;2;4;7;169.425;225.332
0;gfap_all;2;4;8;179.521;234.418
0;gfap_all;2;4;9;215.867;192.52
0;gfap_all;2;4;10;4.733;276.948
0;gfap_all;2;4;11;119.071;176.997
0;gfap_all;2;4;12;168.668;189.112
0;gfap_all;2;4;13;139.137;131.943
0;gfap_all;2;4;14;121.721;134.593
0;gfap_all;2;4;15;106.577;96.354
0;gfap_all;2;4;16;154.659;33.506
0;gfap_all;2;4;17;183.054;52.436
0;gfap_all;2;4;18;175.861;72.881
0;gfap_all;2;4;19;204.256;73.638
0;gfap_all;2;4;20;201.227;53.951
0;gfap_all;2;4;21;206.528;41.457
0;gfap_all;2;4;22;225.458;63.795
0;gfap_all;2;4;23;255.746;82.346
0;gfap_all;2;4;24;198.577;106.198
0;gfap_all;2;4;25;214.1;114.149
0;gfap_all;2;4;26;225.837;105.441
0;gfap_all;2;4;27;244.01;132.7
0;gfap_all;2;4;28;261.425;130.05
0;gfap_all;2;4;29;329.952;54.708
0;gfap_all;2;4;30;297.014;54.33
0;gfap_all;2;4;31;287.549;45.622
0;gfap_all;2;4;32;262.94;55.844
0;gfap_all;2;4;33;252.339;70.231
0;gfap_all;2;4;34;362.134;29.342
0;gfap_all;2;4;35;342.068;21.77
0;gfap_all;2;4;36;272.026;27.07
0;gfap_all;2;4;37;310.77;15.586
0;gfap_all;2;5;1;18.173;408.512
0;gfap_all;2;5;2;53.951;278.462
0;gfap_all;2;5;3;71.367;278.084
0;gfap_all;2;5;4;83.482;309.886
0;gfap_all;2;5;5;118.313;306.858
0;gfap_all;2;5;6;43.729;236.816
0;gfap_all;2;5;7;77.803;236.816
0;gfap_all;2;5;8;129.293;245.903
0;gfap_all;2;5;9;192.141;255.746
0;gfap_all;2;5;10;221.293;227.73
0;gfap_all;2;5;11;155.038;181.919
0;gfap_all;2;5;12;205.392;187.219
0;gfap_all;2;5;13;212.964;170.561
0;gfap_all;2;5;14;75.153;111.12
0;gfap_all;2;5;15;122.857;89.54
0;gfap_all;2;5;16;167.153;41.457
0;gfap_all;2;5;17;180.404;44.486
0;gfap_all;2;5;18;208.421;48.65
0;gfap_all;2;5;19;215.993;79.696
0;gfap_all;2;5;20;206.906;69.474
0;gfap_all;2;5;21;242.874;84.618
0;gfap_all;2;5;22;166.775;79.317
0;gfap_all;2;5;23;185.326;86.511
0;gfap_all;2;5;24;193.655;106.198
0;gfap_all;2;5;25;135.729;53.194
0;gfap_all;2;5;26;168.668;9.654
0;gfap_all;2;5;27;219.4;13.819
0;gfap_all;2;5;28;248.174;22.527
0;gfap_all;2;5;29;255.746;35.021
0;gfap_all;2;5;30;239.088;55.087
0;gfap_all;2;5;31;265.968;66.823
0;gfap_all;2;5;32;299.286;88.909
0;gfap_all;2;5;33;357.969;69.095
0;gfap_all;2;5;34;320.487;28.963
0;gfap_all;2;5;35;303.829;21.391
0;gfap_all;2;5;36;332.224;11.169
0;gfap_all;2;5;37;359.105;23.663
0;gfap_all;2;5;38;384.093;8.519
0;gfap_all;2;5;39;433.69;14.955
0;gfap_all;2;5;40;218.896;24.672
0;gfap_all;2;5;41;174.599;140.399
0;gfap_all;2;6;1;54.14;377.467
0;gfap_all;2;6;2;46.379;353.426
0;gfap_all;2;6;3;87.268;353.047
0;gfap_all;2;6;4;15.333;329.195
0;gfap_all;2;6;5;20.255;262.561
0;gfap_all;2;6;6;58.116;266.347
0;gfap_all;2;6;7;114.527;263.697
0;gfap_all;2;6;8;142.165;307.615
0;gfap_all;2;6;9;142.165;287.17
0;gfap_all;2;6;10;144.058;258.775
0;gfap_all;2;6;11;142.923;273.919
0;gfap_all;2;6;12;164.882;245.524
0;gfap_all;2;6;13;102.412;241.738
0;gfap_all;2;6;14;92.19;236.437
0;gfap_all;2;6;15;159.202;218.643
0;gfap_all;2;6;16;137.244;193.277
0;gfap_all;2;6;17;230.001;209.557
0;gfap_all;2;6;18;19.498;182.297
0;gfap_all;2;6;19;9.276;108.47
0;gfap_all;2;6;20;8.519;79.317
0;gfap_all;2;6;21;36.914;75.153
0;gfap_all;2;6;22;88.782;82.725
0;gfap_all;2;6;23;122.857;60.766
0;gfap_all;2;6;24;127.4;50.165
0;gfap_all;2;6;25;154.281;39.185
0;gfap_all;2;6;26;62.28;116.042
0;gfap_all;2;6;27;72.881;136.865
0;gfap_all;2;6;28;114.906;136.486
0;gfap_all;2;6;29;183.054;118.313
0;gfap_all;2;6;30;212.964;76.667
0;gfap_all;2;6;31;218.265;89.54
0;gfap_all;2;6;32;247.038;75.153
0;gfap_all;2;6;33;245.145;42.971
0;gfap_all;2;6;34;232.273;39.185
0;gfap_all;2;6;35;196.306;17.226
0;gfap_all;2;6;36;165.26;16.091
0;gfap_all;2;6;37;215.236;145.573
0;gfap_all;2;6;38;296.635;42.593
0;gfap_all;2;6;39;314.051;77.424
0;gfap_all;2;6;40;362.134;57.358
0;gfap_all;2;7;1;17.794;411.92
0;gfap_all;2;7;2;5.111;397.722
0;gfap_all;2;7;3;45.622;354.94
0;gfap_all;2;7;4;65.688;356.455
0;gfap_all;2;7;5;64.173;336.01
0;gfap_all;2;7;6;42.214;331.088
0;gfap_all;2;7;7;30.856;341.31
0;gfap_all;2;7;8;111.499;326.166
0;gfap_all;2;7;9;97.49;293.985
0;gfap_all;2;7;10;89.161;272.405
0;gfap_all;2;7;11;12.683;184.947
0;gfap_all;2;7;12;43.729;139.894
0;gfap_all;2;7;13;22.905;118.313
0;gfap_all;2;7;14;45.622;99.762
0;gfap_all;2;7;15;64.173;106.955
0;gfap_all;2;7;16;11.169;57.737
0;gfap_all;2;7;17;33.128;52.436
0;gfap_all;2;7;18;37.671;31.613
0;gfap_all;2;7;19;158.824;77.046
0;gfap_all;2;7;20;169.425;35.399
0;gfap_all;2;7;21;203.12;21.391
0;gfap_all;2;7;22;208.042;126.643
0;gfap_all;2;7;23;226.594;100.14
0;gfap_all;2;7;24;233.787;86.132
0;gfap_all;2;7;25;159.96;153.523
0;gfap_all;2;7;26;200.47;201.985
0;gfap_all;2;7;27;259.911;156.174
0;gfap_all;2;7;28;259.154;99.005
0;gfap_all;2;7;29;277.705;80.074
0;gfap_all;2;7;30;302.693;95.976
0;gfap_all;2;7;31;290.956;78.56
0;gfap_all;2;7;32;343.203;97.112
0;gfap_all;2;7;33;357.59;111.877
0;gfap_all;2;7;34;384.471;81.968
0;gfap_all;2;7;35;375.763;84.996
0;gfap_all;2;7;36;325.031;52.815
0;gfap_all;2;7;37;262.94;38.807
0;gfap_all;2;7;38;284.52;49.029
0;gfap_all;2;7;39;371.977;24.798
0;gfap_all;2;7;40;390.907;25.934
0;gfap_all;2;8;1;17.037;408.512
0;gfap_all;2;8;2;16.091;389.772
0;gfap_all;2;8;3;10.412;348.125
0;gfap_all;2;8;4;21.391;333.36
0;gfap_all;2;8;5;74.395;315.944
0;gfap_all;2;8;6;94.84;288.685
0;gfap_all;2;8;7;125.128;305.343
0;gfap_all;2;8;8;145.194;293.606
0;gfap_all;2;8;9;153.902;270.133
0;gfap_all;2;8;10;119.449;243.631
0;gfap_all;2;8;11;92.568;195.17
0;gfap_all;2;8;12;11.169;119.449
0;gfap_all;2;8;13;31.992;129.293
0;gfap_all;2;8;14;60.387;141.408
0;gfap_all;2;8;15;99.005;59.63
0;gfap_all;2;8;16;142.544;76.667
0;gfap_all;2;8;17;144.058;15.333
0;gfap_all;2;8;18;168.289;21.77
0;gfap_all;2;8;19;206.528;42.971
0;gfap_all;2;8;20;228.487;32.749
0;gfap_all;2;8;21;181.919;87.647
0;gfap_all;2;8;22;199.713;91.433
0;gfap_all;2;8;23;220.536;77.424
0;gfap_all;2;8;24;162.61;96.733
0;gfap_all;2;8;25;172.832;110.741
0;gfap_all;2;8;26;172.075;127.021
0;gfap_all;2;8;27;168.668;142.165
0;gfap_all;2;8;28;197.441;161.096
0;gfap_all;2;8;29;195.927;214.1
0;gfap_all;2;8;30;254.61;122.099
0;gfap_all;2;8;31;302.693;129.671
0;gfap_all;2;8;32;281.87;129.293
0;gfap_all;2;8;33;333.36;63.795
0;gfap_all;2;8;34;431.039;42.467
0;gfap_all;2;8;35;415.138;44.738
0;gfap_all;2;8;36;371.725;18.741
0;gfap_all;2;8;37;276.948;26.691
0;gfap_all;2;8;38;215.236;15.333
0;gfap_all;3;1;1;16.28;377.088
0;gfap_all;3;1;2;109.984;322.759
0;gfap_all;3;1;3;134.972;312.915
0;gfap_all;3;1;4;83.482;294.742
0;gfap_all;3;1;5;42.214;208.042
0;gfap_all;3;1;6;10.033;204.256
0;gfap_all;3;1;7;24.041;141.408
0;gfap_all;3;1;8;110.363;158.067
0;gfap_all;3;1;9;118.692;135.729
0;gfap_all;3;1;10;56.98;110.363
0;gfap_all;3;1;11;65.309;71.367
0;gfap_all;3;1;12;38.05;67.202
0;gfap_all;3;1;13;108.091;65.309
0;gfap_all;3;1;14;134.593;72.881
0;gfap_all;3;1;15;159.581;75.91
0;gfap_all;3;1;16;162.989;109.227
0;gfap_all;3;1;17;195.17;116.799
0;gfap_all;3;1;18;206.906;141.787
0;gfap_all;3;1;19;236.437;127.021
0;gfap_all;3;1;20;250.446;165.639
0;gfap_all;3;1;21;245.145;56.98
0;gfap_all;3;1;22;226.972;55.087
0;gfap_all;3;1;23;187.976;25.556
0;gfap_all;3;1;24;325.788;136.486
0;gfap_all;3;1;25;330.331;113.77
0;gfap_all;3;1;26;343.582;88.782
0;gfap_all;3;1;27;355.697;94.461
0;gfap_all;3;1;28;286.539;92.821
0;gfap_all;3;1;29;255.368;11.547
0;gfap_all;3;1;30;306.858;24.42
0;gfap_all;3;1;31;279.598;30.478
0;gfap_all;3;2;1;2.272;400.183
0;gfap_all;3;2;2;52.31;374.249
0;gfap_all;3;2;3;51.301;327.302
0;gfap_all;3;2;4;76.667;344.339
0;gfap_all;3;2;5;81.21;328.438
0;gfap_all;3;2;6;99.005;319.351
0;gfap_all;3;2;7;57.358;286.792
0;gfap_all;3;2;8;58.494;270.133
0;gfap_all;3;2;9;153.902;280.355
0;gfap_all;3;2;10;105.062;254.989
0;gfap_all;3;2;11;122.099;241.738
0;gfap_all;3;2;12;11.547;161.853
0;gfap_all;3;2;13;19.119;146.33
0;gfap_all;3;2;14;34.264;144.437
0;gfap_all;3;2;15;127.778;191.762
0;gfap_all;3;2;16;139.137;154.659
0;gfap_all;3;2;17;147.466;162.231
0;gfap_all;3;2;18;64.173;98.247
0;gfap_all;3;2;19;38.05;71.745
0;gfap_all;3;2;20;60.766;75.91
0;gfap_all;3;2;21;102.412;68.716
0;gfap_all;3;2;22;174.347;13.062
0;gfap_all;3;2;23;195.548;17.605
0;gfap_all;3;2;24;178.133;45.622
0;gfap_all;3;2;25;179.647;71.745
0;gfap_all;3;2;26;170.182;89.54
0;gfap_all;3;2;27;146.709;99.005
0;gfap_all;3;2;28;119.449;91.054
0;gfap_all;3;2;29;229.244;70.988
0;gfap_all;3;2;30;249.31;117.556
0;gfap_all;3;2;31;186.462;232.651
0;gfap_all;3;2;32;207.285;238.33
0;gfap_all;3;2;33;242.495;217.129
0;gfap_all;3;2;34;290.578;63.416
0;gfap_all;3;2;35;365.92;51.679
0;gfap_all;3;2;36;375.006;48.272
0;gfap_all;3;3;1;6.058;404.726
0;gfap_all;3;3;2;22.527;400.246
0;gfap_all;3;3;3;8.14;424.729
0;gfap_all;3;3;4;35.399;385.859
0;gfap_all;3;3;5;53.067;379.802
0;gfap_all;3;3;6;55.087;355.319
0;gfap_all;3;3;7;40.7;348.756
0;gfap_all;3;3;8;15.712;360.114
0;gfap_all;3;3;9;26.06;336.389
0;gfap_all;3;3;10;13.44;282.879
0;gfap_all;3;3;11;23.536;253.348
0;gfap_all;3;3;12;36.914;314.682
0;gfap_all;3;3;13;85.627;308.877
0;gfap_all;3;3;14;120.711;303.072
0;gfap_all;3;3;15;113.139;333.107
0;gfap_all;3;3;16;118.944;245.776
0;gfap_all;3;3;17;115.411;228.865
0;gfap_all;3;3;18;7.635;173.842
0;gfap_all;3;3;19;67.202;122.478
0;gfap_all;3;3;20;101.781;62.154
0;gfap_all;3;3;21;173.716;22.779
0;gfap_all;3;3;22;147.971;122.099
0;gfap_all;3;3;23;195.422;147.34
0;gfap_all;3;3;24;235.554;170.813
0;gfap_all;3;3;25;197.694;111.751
0;gfap_all;3;3;26;198.956;201.732
0;gfap_all;3;3;27;171.696;204.761
0;gfap_all;3;3;28;213.847;87.394
0;gfap_all;3;3;29;205.266;64.678
0;gfap_all;3;3;30;203.499;51.301
0;gfap_all;3;3;31;173.968;83.103
0;gfap_all;3;3;32;232.525;45.748
0;gfap_all;3;3;33;243.126;55.087
0;gfap_all;3;3;34;352.542;101.024
0;gfap_all;3;3;35;355.95;24.294
0;gfap_all;3;3;36;321.497;84.113
0;gfap_all;3;3;37;165.765;125.507
0;gfap_all;3;3;38;181.161;172.454
0;gfap_all;3;4;1;37.103;391.475
0;gfap_all;3;4;2;13.945;366.424
0;gfap_all;3;4;3;31.866;366.929
0;gfap_all;3;4;4;11.169;340.175
0;gfap_all;3;4;5;34.895;346.485
0;gfap_all;3;4;6;53.194;339.796
0;gfap_all;3;4;7;99.509;338.155
0;gfap_all;3;4;8;20.003;271.395
0;gfap_all;3;4;9;59.63;275.181
0;gfap_all;3;4;10;57.611;268.619
0;gfap_all;3;4;11;90.423;284.772
0;gfap_all;3;4;12;53.067;297.14
0;gfap_all;3;4;13;108.344;252.339
0;gfap_all;3;4;14;120.711;239.971
0;gfap_all;3;4;15;162.862;280.103
0;gfap_all;3;4;16;179.773;270.764
0;gfap_all;3;4;17;137.37;198.703
0;gfap_all;3;4;18;144.942;189.365
0;gfap_all;3;4;19;76.288;141.661
0;gfap_all;3;4;20;16.722;158.067
0;gfap_all;3;4;21;24.546;91.433
0;gfap_all;3;4;22;8.645;120.206
0;gfap_all;3;4;23;168.163;117.682
0;gfap_all;3;4;24;204.509;226.846
0;gfap_all;3;4;25;180.278;220.031
0;gfap_all;3;4;26;187.598;207.664
0;gfap_all;3;4;27;325.662;119.828
0;gfap_all;3;4;28;237.068;75.153
0;gfap_all;3;4;29;265.337;78.434
0;gfap_all;3;4;30;260.794;63.795
0;gfap_all;3;4;31;237.573;60.513
0;gfap_all;3;4;32;259.532;41.078
0;gfap_all;3;4;33;222.934;17.479
0;gfap_all;3;4;34;193.529;52.058
0;gfap_all;3;4;35;207.664;40.447
0;gfap_all;3;4;36;213.721;35.147
0;gfap_all;3;4;37;238.709;24.546
0;gfap_all;3;4;38;380.685;69.095
0;gfap_all;3;4;39;401.508;67.581
0;gfap_all;3;4;40;409.459;55.465
0;gfap_all;3;4;41;331.088;42.593
0;gfap_all;3;4;42;324.652;29.72
0;gfap_all;3;5;1;16.28;412.298
0;gfap_all;3;5;2;22.148;393.936
0;gfap_all;3;5;3;43.729;370.084
0;gfap_all;3;5;4;55.844;355.319
0;gfap_all;3;5;5;19.119;292.092
0;gfap_all;3;5;6;81.589;327.681
0;gfap_all;3;5;7;109.227;293.606
0;gfap_all;3;5;8;106.955;316.323
0;gfap_all;3;5;9;124.75;315.187
0;gfap_all;3;5;10;71.367;279.977
0;gfap_all;3;5;11;87.647;246.66
0;gfap_all;3;5;12;138.758;267.483
0;gfap_all;3;5;13;113.77;268.24
0;gfap_all;3;5;14;203.12;248.931
0;gfap_all;3;5;15;74.395;191.384
0;gfap_all;3;5;16;56.223;178.511
0;gfap_all;3;5;17;103.169;175.861
0;gfap_all;3;5;18;152.388;167.153
0;gfap_all;3;5;19;193.277;185.705
0;gfap_all;3;5;20;26.313;119.071
0;gfap_all;3;5;21;45.243;128.914
0;gfap_all;3;5;22;81.968;97.112
0;gfap_all;3;5;23;150.495;50.165
0;gfap_all;3;5;24;175.861;74.774
0;gfap_all;3;5;25;152.766;125.507
0;gfap_all;3;5;26;163.367;102.791
0;gfap_all;3;5;27;189.491;110.741
0;gfap_all;3;5;28;236.059;74.395
0;gfap_all;3;5;29;245.524;96.354
0;gfap_all;3;5;30;256.125;46
0;gfap_all;3;5;31;273.919;42.593
0;gfap_all;3;5;32;289.063;162.231
0;gfap_all;3;5;33;268.997;152.009
0;gfap_all;3;5;34;294.742;72.881
0;gfap_all;3;5;35;306.858;77.803
